tempo / 2 :


Cha Cha
id = 489 , gt =124 , t1 =  61.5234 , t2 =123.0469 . P-score = 0.3539 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4962 , t2/gt = 0.9923
id = 190 , gt =128 , t1 =  23.0713 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.1802 , t2/gt = 0.2523
id = 191 , gt =128 , t1 =  21.5332 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.1682 , t2/gt = 0.2523
id = 192 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 193 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 194 , gt =132 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2447 , t2/gt = 0.2576
id = 195 , gt =132 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2447 , t2/gt = 0.2576
id = 196 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 197 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 198 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 199 , gt =128 , t1 =  21.5332 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.1682 , t2/gt = 0.2523
id = 200 , gt =128 , t1 =  16.1499 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.1262 , t2/gt = 0.2523
id = 201 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 202 , gt =132 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2447 , t2/gt = 0.2576
id = 203 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 204 , gt =132 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2447 , t2/gt = 0.2576
id = 205 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 206 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 207 , gt =132 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2447 , t2/gt = 0.2576
id = 208 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 209 , gt =128 , t1 =  21.5332 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.1682 , t2/gt = 0.2523
id = 210 , gt =112 , t1 =  26.9165 , t2 = 28.0868 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0435 , t1/gt = 0.2403 , t2/gt = 0.2508
id = 211 , gt =116 , t1 =  28.0868 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.2421 , t2/gt = 0.2531
id = 212 , gt =116 , t1 =  28.0868 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.2421 , t2/gt = 0.2531
id = 213 , gt =116 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.2531 , t2/gt = 0.2652
id = 214 , gt =116 , t1 =  29.3635 , t2 = 37.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2941 , t1/gt = 0.2531 , t2/gt = 0.3276
id = 215 , gt =120 , t1 =  28.0868 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.2341 , t2/gt = 0.2447
id = 216 , gt =120 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.2447 , t2/gt = 0.2563
id = 217 , gt =120 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.2447 , t2/gt = 0.2563
id = 218 , gt =120 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2563 , t2/gt = 0.2692
id = 219 , gt =120 , t1 =  20.8386 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 0.1737 , t2/gt = 0.2563
id = 220 , gt =124 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.2368 , t2/gt = 0.2481
id = 221 , gt =124 , t1 =  30.7617 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2481 , t2/gt = 0.4962
id = 222 , gt =128 , t1 =  28.0868 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0952 , t1/gt = 0.2194 , t2/gt = 0.2403
id = 223 , gt =128 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.2403 , t2/gt = 0.2523
id = 224 , gt =132 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2447 , t2/gt = 0.2576
id = 225 , gt =128 , t1 =  21.5332 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.1682 , t2/gt = 0.2523
id = 226 , gt =128 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.2523 , t2/gt = 0.2656
id = 227 , gt =128 , t1 =  22.2757 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 0.1740 , t2/gt = 0.2523
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Tango : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.1545
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.2297
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.2597
Viennese Waltz
id = 338 , gt =174 , t1 =  29.3635 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.1688 , t2/gt = 0.1856
id = 339 , gt =174 , t1 =  40.3748 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.2320 , t2/gt = 0.2475
id = 340 , gt =174 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.1688 , t2/gt = 0.1768
id = 341 , gt =174 , t1 =  40.3748 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.2320 , t2/gt = 0.2475
id = 342 , gt =180 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.1631 , t2/gt = 0.1709
id = 343 , gt =180 , t1 =  22.2757 , t2 = 23.0713 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1238 , t2/gt = 0.1282
id = 344 , gt =180 , t1 =  23.0713 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1282 , t2/gt = 0.2393
id = 345 , gt =180 , t1 =  23.0713 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1282 , t2/gt = 0.2393
id = 346 , gt =180 , t1 =  22.2757 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.1238 , t2/gt = 0.2393
id = 347 , gt =180 , t1 =  30.7617 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.1709 , t2/gt = 0.2393
id = 348 , gt =180 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.1631 , t2/gt = 0.1709
id = 349 , gt =177 , t1 =  30.7617 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.1738 , t2/gt = 0.2433
id = 350 , gt =180 , t1 =  40.3748 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.2243 , t2/gt = 0.2393
id = 351 , gt =180 , t1 =  22.2757 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.1238 , t2/gt = 0.2393
id = 352 , gt =180 , t1 =  22.2757 , t2 = 23.0713 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1238 , t2/gt = 0.1282
id = 353 , gt =180 , t1 =  22.2757 , t2 = 23.0713 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1238 , t2/gt = 0.1282
id = 354 , gt =180 , t1 =  22.2757 , t2 = 23.0713 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1238 , t2/gt = 0.1282
id = 355 , gt =180 , t1 =  23.0713 , t2 = 46.1426 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.1282 , t2/gt = 0.2563
id = 356 , gt =180 , t1 =  23.0713 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1282 , t2/gt = 0.2393
id = 357 , gt =180 , t1 =  22.2757 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 0.1238 , t2/gt = 0.1709
id = 358 , gt =180 , t1 =  23.0713 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 0.1282 , t2/gt = 0.1709
id = 359 , gt =180 , t1 =  29.3635 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1579 , t1/gt = 0.1631 , t2/gt = 0.1889
id = 360 , gt =180 , t1 =  22.2757 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.1238 , t2/gt = 0.2393
id = 361 , gt =180 , t1 =  22.2757 , t2 = 23.0713 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1238 , t2/gt = 0.1282
id = 362 , gt =180 , t1 =  40.3748 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.2243 , t2/gt = 0.2393
id = 363 , gt =180 , t1 =  23.0713 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1282 , t2/gt = 0.2393
id = 364 , gt =177 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.1738 , t2/gt = 0.1825
id = 365 , gt =180 , t1 =  24.8460 , t2 = 37.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5294 , t1/gt = 0.1380 , t2/gt = 0.2111
id = 366 , gt =180 , t1 =  29.3635 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.1631 , t2/gt = 0.1794
id = 367 , gt =180 , t1 =  22.2757 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 0.1238 , t2/gt = 0.1709
id = 368 , gt =180 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.1709 , t2/gt = 0.1794
id = 369 , gt =180 , t1 =  22.2757 , t2 = 40.3748 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8125 , t1/gt = 0.1238 , t2/gt = 0.2243
id = 370 , gt =180 , t1 =  23.0713 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1282 , t2/gt = 0.2393
id = 371 , gt =180 , t1 =  22.2757 , t2 = 23.0713 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1238 , t2/gt = 0.1282
id = 372 , gt =180 , t1 =  22.2757 , t2 = 37.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7059 , t1/gt = 0.1238 , t2/gt = 0.2111
id = 373 , gt =174 , t1 =  33.9998 , t2 = 37.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1176 , t1/gt = 0.1954 , t2/gt = 0.2184
id = 374 , gt =177 , t1 =  22.2757 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 0.1259 , t2/gt = 0.1738
id = 375 , gt =177 , t1 =  29.3635 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1579 , t1/gt = 0.1659 , t2/gt = 0.1921
id = 376 , gt =177 , t1 =  33.9998 , t2 = 35.8887 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0556 , t1/gt = 0.1921 , t2/gt = 0.2028
id = 377 , gt =177 , t1 =  29.3635 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.1659 , t2/gt = 0.2433
id = 378 , gt =177 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.1659 , t2/gt = 0.1738
id = 379 , gt =177 , t1 =  22.2757 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.1259 , t2/gt = 0.1659
id = 380 , gt =177 , t1 =  22.2757 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 0.1259 , t2/gt = 0.1825
id = 381 , gt =174 , t1 =  40.3748 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.2320 , t2/gt = 0.2475
id = 382 , gt =177 , t1 =  22.2757 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.1259 , t2/gt = 0.2433
id = 383 , gt =177 , t1 =  22.2757 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.1259 , t2/gt = 0.1659
id = 384 , gt =177 , t1 =  29.3635 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.1659 , t2/gt = 0.2433
id = 385 , gt =177 , t1 =  29.3635 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.1659 , t2/gt = 0.2433
id = 386 , gt =177 , t1 =  22.2757 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.1259 , t2/gt = 0.1659
id = 387 , gt =174 , t1 =  29.3635 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.1688 , t2/gt = 0.2475
id = 388 , gt =177 , t1 =  23.0713 , t2 = 40.3748 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7500 , t1/gt = 0.1303 , t2/gt = 0.2281
id = 389 , gt =174 , t1 =  29.3635 , t2 = 40.3748 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3750 , t1/gt = 0.1688 , t2/gt = 0.2320
id = 390 , gt =177 , t1 =  22.2757 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.1259 , t2/gt = 0.2433
id = 391 , gt =177 , t1 =  30.7617 , t2 = 40.3748 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3125 , t1/gt = 0.1738 , t2/gt = 0.2281
id = 392 , gt =180 , t1 =  23.0713 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8667 , t1/gt = 0.1282 , t2/gt = 0.2393
id = 393 , gt =180 , t1 =  22.2757 , t2 = 23.0713 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1238 , t2/gt = 0.1282
id = 394 , gt =180 , t1 =  23.0713 , t2 = 35.8887 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5556 , t1/gt = 0.1282 , t2/gt = 0.1994
id = 395 , gt =180 , t1 =  24.8460 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1818 , t1/gt = 0.1380 , t2/gt = 0.1631
id = 396 , gt =174 , t1 =  29.3635 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.1688 , t2/gt = 0.2475
id = 397 , gt =174 , t1 =  28.0868 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.1614 , t2/gt = 0.1688
id = 398 , gt =180 , t1 =  29.3635 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4667 , t1/gt = 0.1631 , t2/gt = 0.2393
id = 399 , gt =180 , t1 =  26.9165 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0909 , t1/gt = 0.1495 , t2/gt = 0.1631
id = 400 , gt =180 , t1 =  22.2757 , t2 = 23.0713 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0357 , t1/gt = 0.1238 , t2/gt = 0.1282
id = 401 , gt =174 , t1 =  37.9998 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1333 , t1/gt = 0.2184 , t2/gt = 0.2475
id = 402 , gt =177 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.1659 , t2/gt = 0.1738
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Viennese Waltz : avg.P-score = 0.0000 , avg.ALOTC = 0.0000
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.3613
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.1520
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.2020
Slow Waltz
id = 228 , gt = 87 , t1 =  30.7617 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.3536 , t2/gt = 0.3908
id = 229 , gt = 87 , t1 =  29.3635 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.3375 , t2/gt = 0.3713
id = 230 , gt = 87 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3536 , t2/gt = 0.3713
id = 231 , gt = 87 , t1 =  22.2757 , t2 = 40.3748 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8125 , t1/gt = 0.2560 , t2/gt = 0.4641
id = 232 , gt = 87 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3536 , t2/gt = 0.3713
id = 233 , gt = 84 , t1 =  29.3635 , t2 = 40.3748 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3750 , t1/gt = 0.3496 , t2/gt = 0.4807
id = 234 , gt = 84 , t1 =  20.8386 , t2 = 40.3748 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9375 , t1/gt = 0.2481 , t2/gt = 0.4807
id = 235 , gt = 84 , t1 =  21.5332 , t2 = 28.0868 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3043 , t1/gt = 0.2563 , t2/gt = 0.3344
id = 236 , gt = 87 , t1 =  28.0868 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0952 , t1/gt = 0.3228 , t2/gt = 0.3536
id = 237 , gt = 87 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3536 , t2/gt = 0.3713
id = 238 , gt = 87 , t1 =  26.9165 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2000 , t1/gt = 0.3094 , t2/gt = 0.3713
id = 239 , gt = 87 , t1 =  21.5332 , t2 = 22.2757 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 0.2475 , t2/gt = 0.2560
id = 240 , gt = 87 , t1 =  22.2757 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9333 , t1/gt = 0.2560 , t2/gt = 0.4950
id = 241 , gt = 84 , t1 =  29.3635 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.3496 , t2/gt = 0.3845
id = 242 , gt = 87 , t1 =  30.7617 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.3536 , t2/gt = 0.3908
id = 243 , gt = 87 , t1 =  21.5332 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.2475 , t2/gt = 0.3713
id = 244 , gt = 87 , t1 =  21.5332 , t2 = 22.2757 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 0.2475 , t2/gt = 0.2560
id = 245 , gt = 87 , t1 =  21.5332 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4286 , t1/gt = 0.2475 , t2/gt = 0.3536
id = 246 , gt = 87 , t1 =  32.2998 , t2 = 35.8887 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1111 , t1/gt = 0.3713 , t2/gt = 0.4125
id = 247 , gt = 87 , t1 =  29.3635 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.3375 , t2/gt = 0.3713
id = 248 , gt = 87 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3536 , t2/gt = 0.3713
id = 249 , gt = 87 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3536 , t2/gt = 0.3713
id = 250 , gt = 87 , t1 =  22.2757 , t2 = 37.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.7059 , t1/gt = 0.2560 , t2/gt = 0.4368
id = 251 , gt = 87 , t1 =  28.0868 , t2 = 29.3635 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.3228 , t2/gt = 0.3375
id = 252 , gt = 87 , t1 =  22.2757 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 0.2560 , t2/gt = 0.3713
id = 253 , gt = 87 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3375 , t2/gt = 0.3536
id = 254 , gt = 87 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3536 , t2/gt = 0.3713
id = 255 , gt = 84 , t1 =  40.3748 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0667 , t1/gt = 0.4807 , t2/gt = 0.5127
id = 256 , gt = 87 , t1 =  22.2757 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 0.2560 , t2/gt = 0.3536
id = 257 , gt = 87 , t1 =  32.2998 , t2 = 33.9998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0526 , t1/gt = 0.3713 , t2/gt = 0.3908
id = 258 , gt = 84 , t1 =  28.0868 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1500 , t1/gt = 0.3344 , t2/gt = 0.3845
id = 259 , gt = 81 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3798 , t2/gt = 0.3988
id = 260 , gt = 87 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3375 , t2/gt = 0.3536
id = 261 , gt = 87 , t1 =  21.5332 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.2475 , t2/gt = 0.4950
id = 262 , gt = 87 , t1 =  32.2998 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3333 , t1/gt = 0.3713 , t2/gt = 0.4950
id = 263 , gt = 87 , t1 =  29.3635 , t2 = 30.7617 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3375 , t2/gt = 0.3536
id = 264 , gt = 87 , t1 =  30.7617 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3536 , t2/gt = 0.3713
id = 265 , gt = 84 , t1 =  29.3635 , t2 = 32.2998 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.3496 , t2/gt = 0.3845
